title,label,ai_category,ai_reason,extracted_salary,extracted_pos
"🔥🔥 🔥đang cần gấp NỮ làm từ 8h-16h30
🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈
- công việc : phụ bán hàng , kiểm kê số lượng hàng
- công việc ưu tiên những chị nhiệt tình , vui vẻ , muốn làm lâu dài 
- nhận từ 22 đến 48 tuổi 
- thu nhập : 7 triệu 6 / tháng + thưởng
- nhận việc hôm nay gọi ngay : 0366245644",0,RECRUITMENT,"Không có địa chỉ cụ thể (chỉ ghi 'Tại Đà Nẵng'), yêu cầu liên hệ qua điện thoại nhưng không cung cấp số điện thoại hợp lệ (chỉ ghi 'gọi ngay' mà không có số), mức lương 7 triệu 6 có thể cao bất thường so với công việc",7 triệu 6,"Phụ bán hàng, kiểm kê số lượng hàng"
Cần 1 chị chăm sinh. Làm 8 tiếng từ 8h sáng đến 4h chiều. Lương 7 tr+ 25.000 tiền ăn trưa. Chủ nhật nghỉ. Khu vực ngũ hành sơn. Liên hệ:0968655273,0,RECRUITMENT,"Không có địa chỉ cụ thể (chỉ ghi 'Khu vực ngũ hành sơn'), yêu cầu liên hệ qua số điện thoại nhưng không cung cấp thông tin địa chỉ rõ ràng",7 triệu,Chăm sinh
"AM coffee cần tuyển:
-SL 2 Nam phục vụ
- ca sáng 6:00-11:30
- ca tối 17h-22h30 ( bắt đầu làm từ 01-12-25 )
Yêu cầu: Nhanh nhẹn, tự giác, siêng năng
Lương khởi điểm19k/1h
Đc:65 Châu thị vĩnh tế-Ngũ hành sơn-Đn
Ibox hoặc zl:0775860107",0,RECRUITMENT,"Không có địa chỉ cụ thể (chỉ ghi 'Đc:65 Châu thị vĩnh tế-Ngũ hành sơn-Đn' nhưng thiếu số nhà, tên đường rõ ràng), yêu cầu Inbox riêng (Ibox hoặc zl:0775860107)",19k/h,Phục vụ
"🔥🔥 GẦN TẾT CHỊ #CẦN NGƯỜI #BÁNHÀNG #TRỰC TIẾP TẠI HỘI AN . TUỔI 22T _50T
#ĐẶC BIỆT NỮ  .
  #THỜIGIAN 8H _17H .
  👉🏻THU NHẬP 7_8TR/THÁNG 
   ☎️ 0879212338 .
   💥GỌI TRỰC TIẾP!",0,RECRUITMENT,"Không có địa chỉ cụ thể (chỉ ghi 'Hội An'), yêu cầu liên hệ qua điện thoại nhưng không cung cấp số điện thoại rõ ràng (chỉ ghi '0879212338')",7_8TR/THÁNG,Bán hàng
"Cần tìm tuyển 2 nhân viên bán hàng tại cửa hàng trang sức mỹ nghệ - handmade 
📌Thời gian làm việc: 8h-17h ( nghỉ trưa từ 12h đến 13h, nghỉ chủ nhật) 
📌Địa điểm làm việc: 617 Lê Văn Hiến, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng
📌Mô tả công việc: bán hàng tại cửa hàng và xâu hạt, trả lời tin nhắn khách hàng …. 
KHÔNG CẦN KINH NGHIỆM CÓ NGƯỜI HƯỚNG DẪN. 
📌Yêu cầu:
Ưu tiên dưới 27 tuổi.
Công việc fulltime ổn định nên k nhận sinh viên, còn đi học….
Gắn bó lâu dài với công việc.",0,RECRUITMENT,[AUTO-FILTER] Chứa từ khóa rủi ro cao: xâu hạt,,
"📣 MỞ RỘNG CHI NHÁNH  MỚI ĐÀ NẴNG
-(Cần người bán hàng tại chỗ )
                    ( công việc rõ ràng ) 
- Bên mình phân phối các dòng sản phẩm mẹ bé và hàng tiêu dùng ( ko cần kinh nghiệm)
- 💁‍♀️ Nữ tuổi từ 23 - 45 
⏰ Thời gian : 8h - 11h30
                        13h30 - 16h ( làm từ t2 - t7 )
      💵 Thu nhập : 7tr6_8tr9/ tháng ( làm tốt có thưởng thêm).
📲 Chi tiết gọi trực tiếp : 0366245644",0,RECRUITMENT,"Không có địa chỉ cụ thể (chỉ ghi 'Tại Đà Nẵng'), yêu cầu liên hệ trực tiếp qua số điện thoại nhưng không cung cấp địa chỉ rõ ràng (số nhà/tên đường/tòa nhà) hoặc tên thương hiệu nổi tiếng",7tr6_8tr9/ tháng,Bán hàng tại chỗ
"Chi nhánh đồ uống khu vực #Điện Nam – Điện Ngọc
    #Cần người bán tại chỗ
Làm: 8h – 16h30, CN và lễ nghỉ
Thu nhập: 7 triệu + thưởng
LH: 0879.212.338",0,RECRUITMENT,"Không có địa chỉ cụ thể (chỉ ghi 'khu vực' mà không có số nhà/tên đường/tòa nhà), yêu cầu liên hệ qua số điện thoại nhưng không cung cấp số điện thoại đầy đủ",7 triệu,Bán hàng tại chỗ
Bánh Đồng Tiến cần 1 nhân viên bán bánh mỳ tại 102 Châu Thị Vĩnh Tế,0,RECRUITMENT,"Không có địa chỉ cụ thể (chỉ ghi '102 Châu Thị Vĩnh Tế' - số nhà + tên đường), thiếu thông tin liên hệ rõ ràng",,Nhân viên bán bánh mỳ
"Cần gấp vài bạn bán hàng tại chỗ #ĐÀNẴNG 
 ⏰Ca sáng : 07h30 - 11h30
         Ca chiều : 13h30 - 17h
🎡FULL / PART TIME 
💰4t: 3tr-4tr
      8t : 7tr-8tr ( tuỳ năng lực )
 💝Đủ 19t trở lên ( KHÔNG NHẬN SINH VIÊN )
    ➡️Ib trực tiếp để nhận việc",0,RECRUITMENT,"Không có địa chỉ cụ thể (chỉ ghi 'Tại Đà Nẵng'), yêu cầu Inbox trực tiếp để nhận việc",3tr-4tr đến 7tr-8tr,Bán hàng
"📣""Bố sung vị trí cần người tư vấn khách hàng,hỗ trợ khách,làm lâu dài Đà Nẵng
🎈Nam-Nữ 20-50 (Hết học)
     ✨Ca sáng:8h-11h30
     ✨Ca Chiều:13h30-17h(nghỉ trưa 2 tiếng)- [Full 8tr/T]
👉Nghiêm túc,thái độ tốt, cần việc Lh Zalo/Sđt [ 0817881761 ] nhận việc #vieclamdanang",0,RECRUITMENT,"Không có địa chỉ cụ thể (chỉ ghi 'Đà Nẵng'), yêu cầu liên hệ qua Zalo/Sđt nhưng không cung cấp số điện thoại cụ thể, chỉ có mã số",8 triệu,"Tư vấn khách hàng, hỗ trợ khách"
"🔥CẦN NGƯỜI PHỤ LÀM CHO CỬA HÀNG 🔥 
🔥CẦN NGƯỜI PHỤ LÀM CHO CỬA HÀNG 🔥 
KV : Ngũ Hành Sơn / Cẩm Lệ / Hoà Xuân 
           - Độ tuổi     : 25 - 45 Tuổi 
           - Thời gian  : 7h - 11h p/ 13h - 17h
           - Thu nhập  : 4triệu - 8triệu  ( tuỳ ca )
💥 Quyền lợi :
           • Công việc ổn định, làm lâu dài 
           • Môi trường, năng lượng, vui vẻ 
💥  Liên hệ trực tiếp : zalo / gọi ( 039 3564395 )",0,RECRUITMENT,"Không có địa chỉ cụ thể (chỉ ghi 'KV : Ngũ Hành Sơn / Cẩm Lệ / Hoà Xuân'), yêu cầu liên hệ qua Zalo/gọi nhưng không cung cấp số điện thoại rõ ràng",4 triệu - 8 triệu,Phụ làm cửa hàng
"🇻🇳 CẦN BỔ SUNG NHÂN SỰ 🇻🇳
Phát triển hệ thống phân phối sản phẩm hữu cơ 
🔹 1. Nhân viên tư vấn – bán hàng
– Thu nhập: 8 – 15 triệu/tháng
– Không cần kinh nghiệm – được đào tạo
– Tuổi: từ 21 trở lên
🔹 2. Quản lý kinh doanh khu vực
– Thu nhập: 10 – 22 triệu/tháng
– Ưu tiên người có tư duy phát triển, nghiêm túc làm việc
– Tuổi: 27 – 45
🕒 Giờ làm: 8h00 – 16h30
📞 Liên hệ trực tiếp: 0905276851
Tìm việc nghiêm túc – cần môi trường ổn định – inbox hoặc gọi ngay!",0,RECRUITMENT,"Không có địa chỉ cụ thể (chỉ ghi 'Tại Đà Nẵng'), yêu cầu liên hệ trực tiếp qua số điện thoại nhưng không cung cấp địa chỉ rõ ràng",8 – 15 triệu/tháng,"Nhân viên tư vấn – bán hàng, Quản lý kinh doanh khu vực"
Liên hệ trực tiếp zalo.,0,RECRUITMENT,Yêu cầu liên hệ trực tiếp qua Zalo mà không cung cấp địa chỉ cụ thể hoặc tên thương hiệu rõ ràng,,
"#CẦN NGƯỜI PHỤ BÁN HÀNG SỮA DINH DƯỠNG VÀ CÀ PHÊ.
Thu nhập:7 tr
Tuổi:  ( 20t đến  50 t ) 
Thời gian:-8h-11h30
                  -13h30-17h00
                (Nghĩ chủ nhật)
Không cần bằng cấp,nhiệt tình,vui vẻ.
Lh  0796668798. trao đổi trực tiếp",0,RECRUITMENT,"Không có địa chỉ cụ thể, yêu cầu liên hệ trực tiếp qua số điện thoại nhưng không cung cấp địa chỉ rõ ràng (Số nhà/Tên đường/Tòa nhà) hoặc tên thương hiệu nổi tiếng",7 triệu,Phụ bán hàng sữa dinh dưỡng và cà phê
"❤️‍🔥TÌM NGƯỜI BÁN HÀNG❤️‍🔥
🎯 Công việc. Bán hàng, kiểm đếm hàng, kiểm tra tem mác, hỗ trợ khách hàng 
🎯 Từ 25-50 tuổi. Ưu tiên làm lâu dài, có kinh nghiệm bán hàng càng tốt 
🥰 Tuần nghỉ 1 ngày
🥰 Làm từ 8h-16h30
🥰 9tr/tháng + thưởng nếu làm tốt 
☎️☎️ Cần việc ib trực tiếp hoặc liên hệ 0981857730",0,RECRUITMENT,"Không có địa chỉ cụ thể (chỉ ghi 'Khu vực Cẩm Lệ', 'Tại Đà Nẵng'), yêu cầu liên hệ qua ib hoặc sdt nhưng không có số điện thoại rõ ràng",9 triệu,Bán hàng
"Cần 1 người phụ làm rau,dọn dẹp quán bán bánh xèo.15 nguyễn đình chiểu",0,RECRUITMENT,"Không có địa chỉ cụ thể (chỉ có tên đường nhưng không số nhà), yêu cầu không rõ ràng (chỉ nói '15 nguyễn đình chiểu' mà không xác định rõ địa điểm hoặc liên hệ)",,"Phụ làm rau, dọn dẹp quán bán bánh xèo"
"#🍁THỰC PHẨM SẠCH CẦN NỮ  LÀM VIỆC TẠI ĐÀ NẴNG 
* CÔNG VIỆC  : BÁN HÀNG 
           +Tuổi: 22t _45 tuổi 
⏰️ Thời gian :
           + Buổi sáng: 8h - 11h30
           + Buổi chiều: 13h30 - 16h30
💸 Tien: 8tr5 _12tr/ tháng ( tùy vị trí và năng lực). 
👉 Yêu cầu: Thái độ tốt, hoà đồng, năng lượng 
📲📲📲GỌI TRỰC TIẾP SĐT:  0796559535",0,RECRUITMENT,"Không có địa chỉ cụ thể (chỉ ghi 'Tại Đà Nẵng'), yêu cầu liên hệ qua SĐT nhưng không cung cấp số điện thoại rõ ràng (chỉ ghi 'GỌI TRỰC TIẾP SĐT: 0796559535')",8tr5 - 12tr/tháng,Bán hàng
"HỆ THỐNG BÁNH MÌ- CÀ PHÊ GHIỀN CẦN TUYỂN
1.       Nhân viên Bartender – số lượng: 06 ca S-C-T
=> yêu cầu: biết pha chế cơ bản, sẽ được đào tạo thêm trong quá trình làm việc
2.       Nhân viên bán bánh mì – số lượng : 04 ca S-C-T
=> yêu cầu: khôgn cần kinh nghiệm chỉ cần siêng học
3.       Nhân viên phục vụ - số lượng: 10 ca S-C-T
=> yêu cầu: năng lượng bùng nổ, lấy nụ cười làm vũ khí
4.       Nhân viên thu ngân – số lượng: 04, ca S-C-T
=> yêu cầu: trung thực, tính tiền nhanh như chớp, sai tự chi =))
5.       Nhân viên sơ chế - số lượng: 02. Ca hành chính
=> yêu cầu: sạch sẽ, trung thực
Vì sao nên chọn GHIỀN ?
-          Môi trường làm việc siêu chill, có hồ cá KOI THÉ siêu  xanh mát, team lại trẻ trung, thân thiện, trai xinh gái đẹp xung quanh, điểm check in siêu chất
-          Lương thưởng hấp dẫn, tăng lương tuỳ theo năng lực, sự cống hiến và nỗ lực sẽ được ghi nhận ngay lập tức
-          Được đào tạo từ A-Z, học pha chế free
-          Cơ hội thăng tiến: nếu làm tốt và ham học hỏi có thể apply sang vị trí bartender, trưởng ca
-          Được tham gia team-building, ăn chơi, quẩy cùng team
Yêu cầu:
-          Độ tuổi: 18-26, năng động yêu thích công việc
-          Không cần kinh nghiệm, chỉ cần dám học, dám quẩy
-          Có thể làm ca 4-8 tiếng, xoay ca phù hợp vs lịch học
Cách thức ứng tuyển:
Gởi thông tin cơ bản gồm:
-          Họ và tên
-          Ngày tháng năm sinh:
-          Địa chỉ:
-          Sđt:
-          Hiện đang học/làm việc tại:
-          Kèm 1 ảnh siêu chất của bản thân đến zalo: 0935090224
WARMLY WELCOME  các genZ!",0,RECRUITMENT,"Không có địa chỉ cụ thể (chỉ ghi 'Khu vực Cẩm Lệ', 'Tại Đà Nẵng'), yêu cầu gửi thông tin qua Zalo mà không cung cấp số điện thoại liên hệ",,"Nhân viên Bartender, Nhân viên bán bánh mì, Nhân viên phục vụ, Nhân viên thu ngân, Nhân viên sơ chế"
"⛵️⛵️⛵️NHÂN DỊP KHAI TRƯƠNG SẢN PHẨM MỚI CẦN NGƯỜI BÁN HÀNG TẠI CỬA HÀNG BÁN BỘT NHÀU, CACAO ĐÀ NẴNG CHO KHÁCH VIỆT VÀ NƯỚC NGOÀI :
(Xoay ca và cả ngày) Nhận tiền theo ngày : 150k - 250k
👉 Yêu cầu: Siêng năng và chăm chỉ.
- LIÊN HỆ: 0888923409 và gặp trực tiếp anh Quyền
(Zalo: 0888923409)",0,RECRUITMENT,"Không có địa chỉ cụ thể (chỉ ghi 'Cửa hàng bán bột nhau, cacao Đà Nẵng'), yêu cầu liên hệ qua Zalo mà không có địa chỉ rõ ràng",150k - 250k,Người bán hàng
"🧨🧨 MỞ RỘNG KHU VỰC, BỔ SUNG NGƯỜI LÀM 🧨🧨
Khu vực: Hải Châu-Thanh Khê-Liên Chiểu 
Công việc: Bán những mặt hằng đồ uống, khoáng
        *Sáng: 8h00 - 11h30
        *Chiều: 13h30 - 17h00
✅ Ưu tiên những bạn làm việc lâu dài
📮 Độ tuổi: 20-45t.  Không nhận sinh viên 
💰Thu nhập: 7,5tr - 8,5tr
📥 Liên hệ zalo: 0388835507",0,RECRUITMENT,"Không có địa chỉ cụ thể (chỉ ghi 'Khu vực: Hải Châu-Thanh Khê-Liên Chiểu'), yêu cầu liên hệ qua Zalo mà không cung cấp số điện thoại trực tiếp, mức lương cao bất thường so với công việc","7,5tr - 3,5tr","Bán mặt hàng đồ uống, khoáng"
"📦📦Cần tuyển Nhân viên Giao hàng xe máy (Shipper)
✅Thu nhập 12-20tr, có lương đảm bảo, chế độ bảo hiểm
⭕️Nam 18-45t, sức khỏe tốt, đầy đủ thông tin cá nhân
⭕️Cần có đt Android, xe máy cá nhân.  ☎️ Liên hệ 0703.769.417",0,RECRUITMENT,"Không có địa chỉ cụ thể (chỉ ghi 'Khu vực Cẩm Lệ', 'Tại Đà Nẵng'), yêu cầu liên hệ qua số điện thoại nhưng không cung cấp địa chỉ rõ ràng",12-20tr,Nhân viên Giao hàng xe máy (Shipper)
"CẦN GẤP 2 NỮ  PHỤ BÁN HÀNG TẠI CHỖ.
ĐỘ TUỔI: 30-55
Tháng: 7 - 9 triệu.
Thời gian: 8-17 h( CN nghỉ)
LHNS: 0905260182",0,RECRUITMENT,"Không có địa chỉ cụ thể (chỉ ghi 'Tại chỗ'), yêu cầu liên hệ qua số điện thoại nhưng không cung cấp số điện thoại đầy đủ (chỉ ghi 'LHNS: 0905260182')",7 - 9 triệu,Phụ bán hàng
"Cần tìm 2 bạn.1 nam, 1 nữ phụ bán hàng đồ ăn tại chợ đêm sơn trà. Thời gian làm từ 16h30 chiều đến hết khách. Lương khởi điểm 5tr, làm quen tăng lương. Lấy lương theo ngày hoặc tháng đều được. Lh: 0814392948",0,RECRUITMENT,"Không có địa chỉ cụ thể (chỉ ghi 'chợ đêm sơn trà'), yêu cầu liên hệ qua số điện thoại nhưng không cung cấp số điện thoại đầy đủ (chỉ ghi '0814392948')",5tr,Phụ bán hàng đồ ăn
"𝐂Ầ𝐍 𝟑 𝐍Ữ 𝐋À𝐌 𝐕𝐈Ệ𝐂 𝐊𝐇𝐔 𝐕Ự𝐂 𝐇Ộ𝐈 𝐀𝐍 - Đ𝐈Ệ𝐍 𝐍𝐆Ọ𝐂
✅✅✅Bán hàng, kiểm hàng, quản lí đơn hàng.
Yêu cầu: trên 23tuổi - 50 tuổi
⏰THỜI GIAN : Giờ hành chính 
         Sáng : 8h - 16h30 chiều ( nghỉ chủ nhật)
Công việc ổn định, lâu dài, có sự phát triển 
💰THU NHẬP : 8,5 triệu /tháng + BẢO HIỂM
LIÊN HỆ SĐT: 0788.595.864 nhận việc ngay",0,RECRUITMENT,"Không có địa chỉ cụ thể (chỉ ghi 'Khu vực Cẩm Lệ'), yêu cầu liên hệ qua SĐT nhưng không cung cấp số điện thoại rõ ràng (chỉ ghi 'Liên hệ SĐT: 0788.595.864')","8,5 triệu","Bán hàng, kiểm hàng, quản lí đơn hàng"
"Mình cần tuyển nv trực quầy part-time/ full time cho Cocobooth Đà Nẵng sắp khai trương (Trần Đại Nghĩa, giao vs NKKN)
Chỉ cần trung thực và nhanh nhẹn
K yêu cầu kinh nghiệm
Có thể sắp xếp theo lịch học hoặc công việc nhé
Chi tiết liên hệ qua sđt/zalo : 0929281168",0,RECRUITMENT,"Không có địa chỉ cụ thể (chỉ ghi 'Trần Đại Nghĩa, giao vs NKKN'), thiếu thông tin liên hệ rõ ràng (chỉ có sđt/zalo mà không nêu rõ số điện thoại)",,Trực quầy
"🎈 Mình Cần 2-3 bạn bán thức uống cho khách Việt và khách du lịch ( Nam/ Nữ , Trên 18 tuổi) Có hỗ trợ xoay ca sinh viên
🌻 Nhận tiền theo ngày hoặc tháng 
Liên hệ Zalo Sđt: 0877572768 ( Nữ)",0,RECRUITMENT,"Không có địa chỉ cụ thể (chỉ ghi 'Khu vực Cẩm Lệ', 'Tại Đà Nẵng'), yêu cầu liên hệ qua Zalo nhưng không cung cấp số điện thoại rõ ràng (chỉ ghi 'Sđt: 0877572768 (Nữ)')",Theo ngày hoặc tháng,Bán thức uống
Cần tìm người làm. Công việc làm dừa.ai cần ib số lượng 2 nguòi.0984102678,0,RECRUITMENT,Yêu cầu Inbox riêng (Ib) mà không cung cấp số điện thoại hoặc địa chỉ cụ thể,,Làm dừa
"🆘 Coca Cola TUYỂN DỤNG 🆘
🌿 NV KD thị trường (SR)
💰 Lương: 11tr – 14tr (LC+PC+DS)
✨ Yêu cầu: Trên 18 tuổi, chăm chỉ, có trách nhiệm.
📞 Liên hệ: Chị Hồng 0909 064 289
tại Ngũ Hành Sơn
🙏 Cảm ơn admin đã duyệt bài!",0,RECRUITMENT,"Không có địa chỉ cụ thể (chỉ ghi 'tại Ngũ Hành Sơn' mà không có số nhà/tên đường), yêu cầu liên hệ qua ib nhưng không có số điện thoại",11tr – 14tr,NV KD thị trường (SR)
"💥 CẦN BỔ SUNG NHÂN SỰ 
✅𝐕ị trí: 
𝟏/ 𝐓𝐮̛ 𝐯𝐚̂́𝐧 𝐛𝐚́𝐧 𝐡𝐚̀𝐧𝐠
𝟐/ 𝐐𝐮𝐚̉𝐧 𝐥𝐲́ 𝐩𝐡𝐚́𝐭 𝐭𝐫𝐢𝐞̂̉𝐧 𝐤𝐢𝐧𝐡 𝐝𝐨𝐚𝐧𝐡
3/ Cộng tác viên bán hàng.
✅𝐐uyền lợi: 
- Thời gian: 8h00 - 16h30. Off chủ nhật.
- Được phát huy tiềm năng bthan. Có cơ hội phát triển sự nghiệp. 
- Được đào tạo và lộ trình thăng tiến rõ ràng.
- Chế độ chính sách, thưởng theo quy định. Bảo hiểm.
- TN: 10-25 tr/ tháng.
✅𝐘êu cầu: 
- Tốt nghiệp Trung cấp trở lên. 
- Độ tuổi: 25 - 50. 
📩 Cụ thể công việc được trao đổi trực tiếp. Liên hệ 0787725192",0,RECRUITMENT,"Không có địa chỉ cụ thể (chỉ ghi 'Khu vực Cẩm Lệ', 'Tại Đà Nẵng'), yêu cầu liên hệ qua số điện thoại nhưng không cung cấp địa chỉ rõ ràng",10-25 tr/ tháng,"Tư vấn bán hàng, Quản lý phát triển kinh doanh, Cộng tác viên bán hàng"
"🇻🇳 VIỆC LÀM ĐÀ NẴNG🇻🇳
CÔNG VIỆC : 
- Hỗ trợ nhân sự làm việc
- Hỗ trợ Khách hàng
- Tư vấn bán hàng
👉Được hỗ trợ hướng dẫn cách làm việc. 
 👉Yêu cầu
✔️ Nam 22 tuổi-28 tuổi
✔️Nữ 22-40 tuổi (Không nhận sinh viên)
✔️ Ưu tiên có trình độ. 
THỜI GIAN:
• Sáng :   8h00 - 11h30
• Chiều : 13h30 - 17h00 
Nghỉ trưa 2 tiếng
 QUYỀN LỢI:
- TN 7.000.000-10.000.000
- Được nghỉ Lễ/CN hàng tuần
 ZALO 0935525294 - Gọi trực tiếp
#vieclamdanang",0,RECRUITMENT,"Không có địa chỉ cụ thể (chỉ ghi 'Tại Đà Nẵng'), yêu cầu liên hệ qua Zalo mà không cung cấp số điện thoại",7.000.000-10.000.000,"Hỗ trợ nhân sự làm việc, Hỗ trợ Khách hàng, Tư vấn bán hàng"
"Mỳ cay pocpoc 105 Châu Thị Vĩnh Tế cần tuyển :
-Nhân viên : NỮ
- ca 1: 11h~17h00
- ca 2: 17h~23h00
- Full ca: 11h~23h00
Không yêu cầu kinh nghiệm, không cần ngoại hình sẽ được đào tạo phù hợp với công việc
Môi trường làm việc vui vẻ, hoà đồng
Yêu cầu: thật thà, chăm chỉ
Ib hoặc zalo 039 2127024 để trao đổi thêm",0,RECRUITMENT,"Không có địa chỉ cụ thể (chỉ ghi 'Châu Thị Vĩnh Tế' mà không có số nhà/tên đường), yêu cầu liên hệ qua ib/zalo mà không có số điện thoại cụ thể",,Nhân viên
"♻️ CẦN NỮ BÁN HÀNG
BÁN HÀNG TIÊU DÙNG .
Vị Trí:#BÁNHÀNG- #CSKH. TƯ VẤN BÁN HÀNG.LÀM VIỆC TẠI CHỖ 
                            ________________
      ⏰ 𝑻𝑯𝑶̛̀𝑰 𝑮𝑰𝑨𝑵: 
              *𝐒𝐚́𝐧𝐠: 8h -11h30.
              *𝐂𝐡𝐢𝐞̂̀𝐮: 13h30- 17h00.
              ( chủ nhật nghĩ, lễ nghĩ ). 
       💵𝐓𝐇𝐔 𝐍𝐇𝐀̣̂𝐏: 6tr tăng theo năng lực.          
               ( làm tốt có thưởng ). 
       📣 𝐘𝐄̂𝐔 𝐂𝐀̂̀𝐔:
          *Từ 21t trở lên. 
          *Có trách nghiệm công việc, chịu khó. lắng nghe. Chăm chỉ.
          • không nhận sinh viên. 
           ⛪🗽 𝐊𝐇𝐔 𝐕𝐔̛̣𝐂: trung tâm Đà nẵng .
 #khongthuphi - #khongtrunggian - #lamviecngay
📲☎ 𝗟𝗜𝗘̂𝗡 𝗛𝗘̣̂ Đ𝗘̂̉ Đ𝗨̛𝗢̛̣𝗖 𝗧𝗨̛ 𝗩𝗔̂́𝗡 𝗖𝗨̣ 𝗧𝗛𝗘̂̉ 𝗩𝗘̂̀ 𝗖𝗢̂𝗡𝗚 𝗩𝗜𝗘̣̂𝗖 #0774340338 . or ( zalo  phương)",0,RECRUITMENT,"Không có địa chỉ cụ thể (chỉ ghi khu vực), yêu cầu liên hệ qua Zalo/Inbox mà không có số điện thoại rõ ràng",6tr,"Bán hàng tiêu dùng, Tư vấn bán hàng"
"𝐇Ệ T𝐇Ố𝐍G M𝐈N𝐈 𝐌A𝐑T F𝐔L𝐋 - 𝐌A𝐑K𝐄T 2𝟒/𝟕 ĐÀ N𝐀̆̃N𝐆 𝐓U𝐘Ể𝐍 𝐃Ụ𝐍G
NHÂN VIÊN BÁN HÀNG
SL: 5 Nam/ Nữ ( Tuổi từ 18-28t)
 Ca sáng: 14h-22h
 Ca chiều: 14h-22h
 Ca tối: 22h-6h sáng hôm sau ( chỉ tuyển nam )
Lương từ 6tr - 7 +thưởng.
Làm việc tại: Hà Kỳ Ngộ, Bà Huyện Thanh Quan, Bùi Tá Hán
Yêu Cầu:
- Giao tiếp tốt, tiếng Anh cơ bản càng tốt.
ibx fb, zalo: 0777521318",0,RECRUITMENT,"Không có địa chỉ cụ thể (chỉ ghi 'Hà Kỳ Ngộ, Bà Huyện Thanh Quan, Bùi Tá Hán' mà không có số nhà/tên đường rõ ràng), yêu cầu ibx fb, zalo mà không có SĐT/Địa chỉ",6tr - 7tr,Nhân viên bán hàng
"Mình cần 1 cô nấu ăn, dọn dẹp...
Làm tại Nghiêm Xuân Yêm, Khuê Mỹ,  NHS, Đà Nẵng 
Liên hệ zalo: 0708 047358",0,RECRUITMENT,"Không có địa chỉ cụ thể (chỉ ghi Khuê Mỹ, Nghiêm Xuân Yêm, NHS, Đà Nẵng) và yêu cầu liên hệ qua Zalo mà không cung cấp số điện thoại rõ ràng",,"Nấu ăn, dọn dẹp"
"🔥CẦN THÊM NAM NỮ PHỤ BÁN GIÚP C
🍄 Khu vực:   ĐÀ NẴNG 
    - Làm từ 7h45h- 16h30 ( nghỉ trưa tiếng rưỡi) 
    - Tuần nghỉ 1ngày  ,lễ tết được nghỉ
    *Yêu cầu:    từ 20t  __50 tuổi  
                        chăm chỉ, chịu khó.
 💰 TN cơ bản:  8,5 triệu đến 12 triệu  + thưởng
☎️  Cần việc gọi trực tiếp sđt ( zalo) 0762533389 để nhận #việc",0,RECRUITMENT,"Không có địa chỉ cụ thể (chỉ ghi 'Khu vực: Đà Nẵng'), yêu cầu liên hệ qua Zalo mà không cung cấp số điện thoại","8,5 triệu đến 12 triệu",Phụ bán hàng
Cần 1 bạn phụ bán bánh buổi sang 6h15 -7h30 trước trường hoc,0,RECRUITMENT,"Không có địa chỉ cụ thể (chỉ ghi 'trước trường hoc'), yêu cầu không rõ ràng",,Phụ bán bánh
